id,drug_name,reaction_term,case_count,drug_total,reaction_total,grand_total,prr,ror,prr_chi_square,signal_status,confidence,first_detected_date,last_updated,serious_ratio,death_ratio,countries_count,source_proxy_count,passes_robust_filter,artifact_reason,robust_signal_score
939,AVONEX PEN,MULTIPLE SCLEROSIS RELAPSE,185,185,185,20864371,72.5912,77.3519,12868.837,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8810810810810811,0.0,15,15,True,passes_robust_filter,510.9375773619901
940,FIDAXOMICIN,CLOSTRIDIUM DIFFICILE INFECTION,32,32,32,20864371,217.0194,240.612,6647.0082,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.125,8,8,True,passes_robust_filter,510.74594269946004
941,AMIODARONE,PULMONARY TOXICITY,116,116,116,20864371,60.4098,60.7783,6371.3708,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9913793103448276,0.23275862068965517,12,12,True,passes_robust_filter,509.5459379843067
942,DAPAGLIFLOZIN,DIABETIC KETOACIDOSIS,50,50,50,20864371,172.9893,187.2742,8337.2912,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,509.53804561929195
943,PROLIA,OSTEONECROSIS OF JAW,632,632,632,20864371,25.3302,25.5616,13636.9067,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.990506329113924,0.006329113924050633,38,38,True,passes_robust_filter,507.7590090569171
944,SORAFENIB RAF KINASE INHIBITOR,PALMAR-PLANTAR ERYTHRODYSAESTHESIA SYNDROME,34,34,34,20864371,162.5483,171.9697,5274.9437,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9411764705882353,0.058823529411764705,13,13,True,passes_robust_filter,507.39232452046707
945,BIMATOPROST,CORNEAL ENDOTHELIAL CELL LOSS,5,5,5,20864371,7222.2871,7280.2429,24019.4808,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,507.34234307192963
946,OZURDEX,INTRAOCULAR PRESSURE INCREASED,42,42,42,20864371,198.5568,206.093,7973.9783,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8095238095238095,0.0,13,13,True,passes_robust_filter,507.31875334726254
947,IMPLANON NXT,GENERAL ANAESTHESIA,7,7,7,20864371,2725.1404,2752.8167,15065.5572,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,507.080792506835
948,AMIODARONE HCL MANUFACTURER UNKNOWN,TORSADE DE POINTES,12,12,12,20864371,667.2604,730.7138,7299.5239,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,9,9,True,passes_robust_filter,506.7464579779623
949,OPDIVO,INTENTIONAL PRODUCT USE ISSUE,544,544,544,20864371,18.945,19.5244,9100.4942,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8768382352941176,0.5220588235294118,20,20,True,passes_robust_filter,506.7357347958376
950,VIDAZA,MYELODYSPLASTIC SYNDROME,49,49,49,20864371,64.4523,65.3529,2966.3589,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.7755102040816326,7,7,True,passes_robust_filter,506.693726450772
951,LEVETIRACETAM,SEIZURE,725,725,725,20864371,23.1226,24.2239,15099.102,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9586206896551724,0.0496551724137931,37,37,True,passes_robust_filter,506.6762597520847
952,EYLEA,VISUAL ACUITY REDUCED,199,199,199,20864371,54.7116,55.3901,10022.497,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8442211055276382,0.005025125628140704,23,23,True,passes_robust_filter,506.1404649020333
953,ABACAVIR SULFATE LAMIVUDINE,PATHOGEN RESISTANCE,38,38,38,20864371,207.2845,218.8122,7544.2035,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,505.85737067210954
954,ADCETRIS,HODGKIN^S DISEASE RECURRENT,11,11,11,20864371,514.5287,516.5505,4803.6501,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.45454545454545453,5,5,True,passes_robust_filter,505.4880703411577
955,LAMIVUDINE AND ZIDOVUDINE,VIROLOGIC FAILURE,34,34,34,20864371,404.5596,432.7921,13156.0312,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,504.5909819822673
956,INOTUZUMAB OZOGAMICIN,VENOOCCLUSIVE LIVER DISEASE,15,15,15,20864371,245.6566,252.5548,3392.8726,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5333333333333333,6,6,True,passes_robust_filter,504.4656962044092
957,KYMRIAH,IMMUNE EFFECTOR CELL-ASSOCIATED NEUROTOXICITY SYNDROME,19,19,19,20864371,391.2637,393.7387,6635.7705,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.3157894736842105,5,5,True,passes_robust_filter,504.29692275721914
958,ONGENTYS,REDUCED FACIAL EXPRESSION,23,23,23,20864371,1100.7575,1137.5761,23311.133,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,504.28162042212705
959,LUCENTIS,EYE HAEMORRHAGE,114,114,114,20864371,75.4943,76.6618,8090.8829,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9473684210526315,0.0,17,17,True,passes_robust_filter,504.1596294417388
960,ETOPOSIDE,MALIGNANT TRANSFORMATION,42,42,42,20864371,119.3463,119.5907,4308.5708,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5,6,6,True,passes_robust_filter,504.0726144645564
961,NIVOLUMAB,PNEUMONITIS,342,342,342,20864371,23.7444,24.0285,7204.6147,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.21637426900584794,30,30,True,passes_robust_filter,503.8639885435486
962,EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,VIROLOGIC FAILURE,43,43,43,20864371,426.8289,458.2905,17621.9804,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,503.61855994644606
963,TACROLIMUS,TRANSPLANT DYSFUNCTION,134,134,134,20864371,49.1976,49.3611,5741.8074,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.08208955223880597,21,21,True,passes_robust_filter,503.61666712313684
964,KYLEENA,RUPTURED ECTOPIC PREGNANCY,19,19,19,20864371,573.6173,575.4498,8846.5889,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,503.2123404572606
965,NEVIRAPINE,LIPODYSTROPHY ACQUIRED,45,45,45,20864371,234.7649,237.6141,9829.2762,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,8,8,True,passes_robust_filter,503.19841247895033
966,KOGENATE,HAEMARTHROSIS,12,12,12,20864371,914.9778,1006.3756,10003.9212,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,503.0811950799394
967,DASABUVIR,HEPATOCELLULAR CARCINOMA,29,29,29,20864371,170.1118,175.616,4673.5814,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.20689655172413793,9,9,True,passes_robust_filter,502.9571569849147
968,TENOFOVIR DISOPROXIL FUMARATE,HEPATITIS B,56,56,56,20864371,165.8883,167.7354,8666.135,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.32142857142857145,5,5,True,passes_robust_filter,502.4371440867361
969,TRAMETINIB,MALIGNANT NEOPLASM PROGRESSION,176,176,176,20864371,24.3627,25.4717,3909.3372,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.375,27,27,True,passes_robust_filter,502.4217514790771
970,TAGRISSO,METASTASES TO MENINGES,31,31,31,20864371,84.4282,84.702,2381.5831,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.3870967741935484,13,13,True,passes_robust_filter,502.2960076182137
971,IPILIMUMAB,COLITIS,282,282,282,20864371,39.1962,40.2697,10266.7251,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09929078014184398,18,18,True,passes_robust_filter,502.1940418402275
972,LUCENTIS,VITREOUS HAEMORRHAGE,43,43,43,20864371,148.2208,149.0827,5835.2588,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9534883720930233,0.0,14,14,True,passes_robust_filter,502.13689949231855
973,ASMANEX,POOR QUALITY DEVICE USED,834,834,834,20864371,1347.3546,1535.1552,778294.7352,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.017985611510791366,0.0,3,3,True,passes_robust_filter,501.99571195264184
974,ESMERON,ENDOTRACHEAL INTUBATION COMPLICATION,10,10,10,20864371,2756.4159,2811.7455,23294.4,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2,3,3,True,passes_robust_filter,501.94918741528915
975,IMATINIB,GENE MUTATION,44,44,44,20864371,129.3962,129.9539,5152.952,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9318181818181818,0.11363636363636363,12,12,True,passes_robust_filter,500.53609150327713
976,DASATINIB,BLAST CRISIS IN MYELOGENOUS LEUKAEMIA,17,17,17,20864371,327.9481,329.3107,4903.3083,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.11764705882352941,9,9,True,passes_robust_filter,500.09840651289767
977,DUODOPA,AKINESIA,116,116,116,20864371,77.0013,77.3313,7848.1466,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.11206896551724138,11,11,True,passes_robust_filter,500.05535319177864
978,THIOTEPA,MUCOSAL INFLAMMATION,84,84,84,20864371,57.8163,59.4631,4597.6487,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.21428571428571427,15,15,True,passes_robust_filter,499.9694009352777
979,DUODOPA,STOMA SITE HAEMORRHAGE,64,64,64,20864371,73.9667,74.1412,4139.8539,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.984375,0.0625,20,20,True,passes_robust_filter,499.8877515156381
980,NEXPLANON,DEVICE EMBOLISATION,34,34,34,20864371,523.6524,524.1654,9197.9358,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,499.7902704430075
981,HEROIN,TOXICITY TO VARIOUS AGENTS,290,290,290,20864371,17.3906,18.5573,4464.5122,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.996551724137931,0.8344827586206897,15,15,True,passes_robust_filter,499.19650868952874
982,TRUVADA,OSTEOPOROSIS,473,473,473,20864371,46.2752,47.6002,20175.449,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9936575052854123,0.0021141649048625794,14,14,True,passes_robust_filter,499.19039052219625
983,EFAVIRENZ,DRUG RESISTANCE,160,160,160,20864371,53.0066,54.6391,8009.8536,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.99375,0.00625,20,20,True,passes_robust_filter,497.5873124679633
984,BLINCYTO,BLAST CELL COUNT INCREASED,15,15,15,20864371,339.4351,341.5071,4546.4959,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2,8,8,True,passes_robust_filter,497.50043172545935
985,AZIDOTHYMIDINE,PATHOGEN RESISTANCE,33,33,33,20864371,1067.1887,1467.0094,33892.1558,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,497.1680551635253
986,HIZENTRA,INFUSION SITE ERYTHEMA,221,221,221,20864371,270.5811,275.9722,51552.5995,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.2171945701357466,0.0,10,10,True,passes_robust_filter,497.0001315998482
987,DOXORUBICIN,FEBRILE NEUTROPENIA,421,421,421,20864371,21.0272,21.6059,7901.8516,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.997624703087886,0.12114014251781473,44,44,True,passes_robust_filter,496.99805001811876
988,BLINCYTO,LEUKAEMIC INFILTRATION EXTRAMEDULLARY,10,10,10,20864371,1484.7803,1490.8242,11383.8576,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4,3,3,True,passes_robust_filter,496.7871180821679
989,DETTOL FIRST AID ANTISEPTIC,INTENTIONAL PRODUCT MISUSE,20,20,20,20864371,241.3873,364.6629,4553.7536,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.05,10,10,True,passes_robust_filter,496.77702197399594
990,EMTRIVA,SPINA BIFIDA,13,13,13,20864371,645.8199,659.7677,7593.203,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.6153846153846154,3,3,True,passes_robust_filter,496.7359559399629
991,RIVAROXABAN,HAEMATURIA,806,806,806,20864371,17.4963,17.671,11766.1026,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9230769230769231,0.20843672456575682,40,40,True,passes_robust_filter,496.6840533742575
992,TAMOXIFEN,BREAST CANCER RECURRENT,44,44,44,20864371,119.7983,120.4246,4832.6596,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,16,16,True,passes_robust_filter,496.29517989689174
993,DASATINIB,DRUG RESISTANCE,108,108,108,20864371,45.7251,46.9363,4641.0956,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9537037037037037,0.10185185185185185,26,26,True,passes_robust_filter,496.25787380550014
994,YASMIN,PREGNANCY ON ORAL CONTRACEPTIVE,14,14,14,20864371,949.0082,958.7671,11602.0224,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,496.20095007368894
995,ILUVIEN,INTRAOCULAR PRESSURE INCREASED,62,62,62,20864371,872.4837,1039.2491,52268.3205,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.5806451612903226,0.0,4,4,True,passes_robust_filter,495.90304799682457
996,IMFINZI,METASTASES TO CENTRAL NERVOUS SYSTEM,59,59,59,20864371,73.7495,74.8696,4105.955,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1694915254237288,15,15,True,passes_robust_filter,495.88457864831236
997,PEGASPARGASE,PSEUDOMONAL SEPSIS,21,21,21,20864371,263.0367,265.9192,5099.0633,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.8571428571428571,3,3,True,passes_robust_filter,495.8380318704804
998,OLANZAPINE,POST-INJECTION DELIRIUM SEDATION SYNDROME,72,72,72,20864371,86.2564,86.4704,5346.1739,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,17,17,True,passes_robust_filter,495.5839364366623
999,PALBOCICLIB,METASTASES TO LIVER,93,93,93,20864371,46.7387,47.4852,4065.7396,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1935483870967742,20,20,True,passes_robust_filter,495.41095975473104
1000,CICLOSPORIN,POST TRANSPLANT LYMPHOPROLIFERATIVE DISORDER,71,71,71,20864371,42.3769,42.5654,2740.2833,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.43661971830985913,16,16,True,passes_robust_filter,495.36073382440867
1001,PROPECIA,ERECTILE DYSFUNCTION,87,87,87,20864371,129.7392,134.1109,10810.336,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8160919540229885,0.022988505747126436,11,11,True,passes_robust_filter,495.309066779247
1002,VINCRISTINE,FEBRILE NEUTROPENIA,432,432,432,20864371,20.381,20.9232,7831.645,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9976851851851852,0.14814814814814814,42,42,True,passes_robust_filter,495.2764219920346
1003,PROGRAF,IMMUNOSUPPRESSANT DRUG LEVEL INCREASED,55,55,55,20864371,110.9835,111.7769,5654.4141,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8909090909090909,0.07272727272727272,14,14,True,passes_robust_filter,494.93230946637317
1004,EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,MATERNAL EXPOSURE DURING PREGNANCY,219,219,219,20864371,64.8258,70.5544,13603.6363,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,12,12,True,passes_robust_filter,494.7301629960635
1005,MELPHALAN,ADENOVIRUS INFECTION,34,34,34,20864371,87.5151,87.9353,2741.2564,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4411764705882353,10,10,True,passes_robust_filter,494.4120683070592
1006,EMICIZUMAB,HAEMARTHROSIS,12,12,12,20864371,718.9099,774.1337,7855.3147,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,8,8,True,passes_robust_filter,493.3683545188101
1007,ESBRIET,DEATH,2037,2037,2037,20864371,7.8554,8.5635,12227.5946,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9960726558664703,0.9960726558664703,26,26,True,passes_robust_filter,493.2419676175129
1008,OXYCONTIN,OVERDOSE,2104,2104,2104,20864371,16.318,17.6195,29761.2884,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.998574144486692,0.7585551330798479,8,8,True,passes_robust_filter,492.92708841582015
1009,BUSULFAN,ACUTE GRAFT VERSUS HOST DISEASE IN SKIN,23,23,23,20864371,117.7802,118.3661,2483.1204,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.17391304347826086,17,17,True,passes_robust_filter,492.7066203584734
1010,IFOSFAMIDE,OVARIAN FAILURE,54,54,54,20864371,479.7761,484.2444,22325.0047,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,492.651946019115
1011,BENDAMUSTINE,PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,44,44,44,20864371,67.7938,68.3939,2784.8081,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2727272727272727,16,16,True,passes_robust_filter,492.4803995038145
1012,ALTEPLASE,CEREBRAL HAEMORRHAGE,59,59,59,20864371,45.6541,47.0608,2523.4548,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4915254237288136,14,14,True,passes_robust_filter,492.19003891166716
1013,THIOTEPA,GRAFT VERSUS HOST DISEASE IN SKIN,21,21,21,20864371,152.2396,153.3122,2941.8434,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.42857142857142855,8,8,True,passes_robust_filter,492.0335162907585
1014,BENDAMUSTINE,DIFFUSE LARGE B-CELL LYMPHOMA,33,33,33,20864371,53.1538,53.5045,1616.7856,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5757575757575758,15,15,True,passes_robust_filter,491.7869027786419
1015,TREOSULFAN,ACUTE GRAFT VERSUS HOST DISEASE IN SKIN,30,30,30,20864371,695.5979,716.5195,19454.5277,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.03333333333333333,4,4,True,passes_robust_filter,491.6791161985375
1016,ABRAXANE,PANCREATIC CARCINOMA,55,55,55,20864371,34.8693,35.1777,1758.2167,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9454545454545454,0.7818181818181819,14,14,True,passes_robust_filter,491.39404153759614
1017,TAMOXIFEN,BREAST CANCER METASTATIC,86,86,86,20864371,74.9842,75.7504,6023.1794,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.011627906976744186,17,17,True,passes_robust_filter,490.90844362359593
1018,DIDANOSINE,PATHOGEN RESISTANCE,44,44,44,20864371,173.5632,181.5556,7318.8262,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,490.72576443144396
1019,WARFARIN,INTERNATIONAL NORMALISED RATIO FLUCTUATION,173,173,173,20864371,107.4584,107.7375,13518.0746,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.5144508670520231,0.023121387283236993,15,15,True,passes_robust_filter,490.55074049230063
1020,ALKERAN,VENOOCCLUSIVE LIVER DISEASE,36,36,36,20864371,393.5041,411.3678,13495.4907,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.3611111111111111,3,3,True,passes_robust_filter,490.524058197945
1021,MELPHALAN,VENOOCCLUSIVE DISEASE,53,53,53,20864371,97.1301,97.8599,4790.2224,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9811320754716981,0.22641509433962265,10,10,True,passes_robust_filter,490.4912179661791
1022,TENOFOVIR DISOPROXIL FUMARATE,FOETAL EXPOSURE DURING PREGNANCY,242,242,242,20864371,34.5097,36.1945,7786.7302,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9917355371900827,0.07851239669421488,24,24,True,passes_robust_filter,490.45481966830664
1023,PALBOCICLIB,NEUTROPENIA,349,349,349,20864371,26.1664,27.7804,8380.9633,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.997134670487106,0.054441260744985676,35,35,True,passes_robust_filter,490.44508644559886
1024,MABTHERA,PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,49,49,49,20864371,50.4212,50.7501,2283.8215,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2857142857142857,22,22,True,passes_robust_filter,490.4420120609777
1025,VISUDYNE,VISUAL ACUITY REDUCED,52,52,52,20864371,461.1824,517.0924,23179.2483,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,490.11708958233214
1026,PHENYTOIN,STATUS EPILEPTICUS,55,55,55,20864371,65.993,66.8142,3408.8657,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.12727272727272726,20,20,True,passes_robust_filter,489.8753029595382
1027,LACOSAMIDE,SEIZURE,213,213,213,20864371,38.1742,41.3708,7651.9058,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9765258215962441,0.056338028169014086,23,23,True,passes_robust_filter,489.6017046658804
1028,DAUNORUBICIN,ACUTE MYELOID LEUKAEMIA RECURRENT,18,18,18,20864371,125.6151,126.1638,2051.6687,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.6111111111111112,8,8,True,passes_robust_filter,489.0098894473941
1029,WARFARIN,FOETAL WARFARIN SYNDROME,11,11,11,20864371,691.4608,691.5756,2158.5149,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.18181818181818182,6,6,True,passes_robust_filter,488.89258157305704
1030,DUODOPA,DYSKINESIA,411,411,411,20864371,24.7445,25.1138,9058.1862,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9829683698296837,0.15815085158150852,27,27,True,passes_robust_filter,488.8585704416874
1031,SIMULECT,KIDNEY TRANSPLANT REJECTION,18,18,18,20864371,334.9988,344.5416,5606.8132,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1111111111111111,8,8,True,passes_robust_filter,488.8374879471907
1032,LEVETIRACETAM,STATUS EPILEPTICUS,122,122,122,20864371,42.9141,43.2513,4802.3411,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.11475409836065574,23,23,True,passes_robust_filter,488.7504201784552
1033,CEFTAZIDIME AVIBACTAM - BP,PATHOGEN RESISTANCE,21,21,21,20864371,211.8552,223.9534,4183.3621,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09523809523809523,11,11,True,passes_robust_filter,488.47019147832407
1034,PROPECIA,PENILE SIZE REDUCED,13,13,13,20864371,550.4256,553.1352,6160.1624,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9230769230769231,0.15384615384615385,7,7,True,passes_robust_filter,488.1924153007583
1035,DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,ULTRAFILTRATION FAILURE,31,31,31,20864371,1274.687,1280.8661,27427.1693,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.5161290322580645,0.0967741935483871,4,4,True,passes_robust_filter,488.02260990943097
1036,AMPHOTERICIN B LIPOSOME,DRUG INEFFECTIVE,395,395,395,20864371,9.7534,12.2698,3164.2672,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9974683544303797,0.7265822784810126,46,46,True,passes_robust_filter,488.0083069110279
1037,CARMUSTINE,ACUTE MYELOID LEUKAEMIA,31,31,31,20864371,93.1075,95.5459,2719.4779,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.7419354838709677,6,6,True,passes_robust_filter,487.9534925678386
1038,MIRENA,DYSPAREUNIA,209,209,209,20864371,130.2583,130.8857,20995.4743,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.5980861244019139,0.0,10,10,True,passes_robust_filter,487.8754877855262
1039,TACROLIMUS,COMPLICATIONS OF TRANSPLANTED KIDNEY,75,75,75,20864371,65.023,65.1444,4150.4388,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.05333333333333334,20,20,True,passes_robust_filter,487.8603450855053
