id,drug_name,reaction_term,case_count,drug_total,reaction_total,grand_total,prr,ror,prr_chi_square,signal_status,confidence,first_detected_date,last_updated,serious_ratio,death_ratio,countries_count,source_proxy_count,passes_robust_filter,artifact_reason,robust_signal_score
341,AMPHETAMINE SULFATE,TOXICITY TO VARIOUS AGENTS,146,146,146,20864371,59.141,76.1521,8303.7218,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.958904109589041,8,8,True,passes_robust_filter,764.8155767177567
342,CARFILZOMIB,PLASMA CELL MYELOMA,114,114,114,20864371,58.6051,61.1704,6354.4063,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9824561403508771,0.47368421052631576,25,25,True,passes_robust_filter,764.6387132316075
343,DUODOPA,STOMA SITE EXTRAVASATION,55,55,55,20864371,242.7034,243.1999,9903.3506,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.10909090909090909,16,16,True,passes_robust_filter,764.4109414950223
344,NIVOLUMAB,MALIGNANT NEOPLASM PROGRESSION,1019,1019,1019,20864371,20.1783,20.9102,18103.7486,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9990186457311089,0.5966633954857704,38,38,True,passes_robust_filter,763.5667468138649
345,DOLUTEGRAVIR,BLOOD HIV RNA INCREASED,85,85,85,20864371,369.3783,376.4657,28582.6124,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9882352941176471,0.023529411764705882,10,10,True,passes_robust_filter,762.9055789322796
346,JAYDESS,PERITONEAL HAEMORRHAGE,28,28,28,20864371,949.2971,970.8319,24196.7655,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,761.7250020792827
347,VALPROATE SODIUM,FOETAL ANTICONVULSANT SYNDROME,40,40,40,20864371,2602.6784,2653.6417,80526.4613,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.025,4,4,True,passes_robust_filter,759.7159133179932
348,DUODOPA,STOMA SITE INFLAMMATION,93,93,93,20864371,194.1627,194.8346,14143.2928,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.10752688172043011,14,14,True,passes_robust_filter,758.4861737680143
349,XOFIGO,PROSTATIC SPECIFIC ANTIGEN INCREASED,100,100,100,20864371,164.4443,170.2463,15723.8578,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.91,0.17,15,15,True,passes_robust_filter,756.4514626409607
350,TACROLIMUS,POLYOMAVIRUS-ASSOCIATED NEPHROPATHY,157,157,157,20864371,109.6883,110.1206,13898.7751,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.044585987261146494,24,24,True,passes_robust_filter,754.8271398764258
351,BRILIQUE,VASCULAR STENT THROMBOSIS,34,34,34,20864371,276.5253,279.9455,8739.6313,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.23529411764705882,14,14,True,passes_robust_filter,754.5179848383091
352,ZEPATIER,HEPATITIS C,70,70,70,20864371,207.0154,216.7991,13935.7689,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9857142857142858,0.0,21,21,True,passes_robust_filter,751.8341906567734
353,OMNISCAN,CONTRAST MEDIA DEPOSITION,76,76,76,20864371,1027.8131,1052.1542,66230.6506,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,751.4153823826524
354,ALCOHOL,ALCOHOL INTERACTION,25,25,25,20864371,267.0287,268.9149,6085.9508,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.6,9,9,True,passes_robust_filter,751.39376676303
355,SUTENT,NEOPLASM PROGRESSION,488,488,488,20864371,41.8167,43.0995,18811.7108,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.7049180327868853,0.2807377049180328,42,42,True,passes_robust_filter,750.9016552250838
356,DACLATASVIR DIHYDROCHLORIDE,GENOTYPE DRUG RESISTANCE TEST POSITIVE,27,27,27,20864371,1065.0796,1111.5685,26768.6406,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,9,9,True,passes_robust_filter,750.431218491278
357,VECTIBIX,DERMATITIS ACNEIFORM,92,92,92,20864371,246.3488,252.0045,21214.922,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8913043478260869,0.03260869565217391,15,15,True,passes_robust_filter,749.7642384506472
358,VIDAZA,ACUTE MYELOID LEUKAEMIA,57,57,57,20864371,59.0365,59.9971,3163.8034,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.7017543859649122,24,24,True,passes_robust_filter,748.8287953295185
359,KYMRIAH,B-CELL APLASIA,16,16,16,20864371,2635.8817,2649.9391,28638.3212,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1875,5,5,True,passes_robust_filter,748.6454243269977
360,MITOMYCIN,HYPOTONY OF EYE,20,20,20,20864371,3898.2584,3987.6451,63494.5523,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,747.9551443973497
361,ABILIFY,GAMBLING DISORDER,603,603,603,20864371,160.2415,162.9692,74699.3968,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8656716417910447,0.004975124378109453,10,10,True,passes_robust_filter,746.5391698211669
362,LETROZOLE,BREAST CANCER METASTATIC,226,226,226,20864371,69.75,70.3795,14074.7936,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.995575221238938,0.17699115044247787,24,24,True,passes_robust_filter,745.8212295788212
363,OPSUMIT,PULMONARY ARTERIAL HYPERTENSION,517,517,517,20864371,30.9252,31.217,13844.7093,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9555125725338491,0.5106382978723404,27,27,True,passes_robust_filter,745.5927352782445
364,EYLEA,VITRECTOMY,80,80,80,20864371,473.1327,475.5125,27327.8668,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0125,8,8,True,passes_robust_filter,742.8955951178986
365,JAYDESS,RUPTURED ECTOPIC PREGNANCY,14,14,14,20864371,1914.2851,1935.7655,22311.4564,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,742.8953550628196
366,LUCENTIS,VISUAL ACUITY REDUCED,230,230,230,20864371,137.4784,141.8637,29591.6463,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9652173913043478,0.0,16,16,True,passes_robust_filter,741.3764984361255
367,REVOLADE,APLASTIC ANAEMIA,48,48,48,20864371,109.7828,110.8681,4939.9148,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5833333333333334,14,14,True,passes_robust_filter,741.1466524886142
368,OZURDEX,ENDOPHTHALMITIS,48,48,48,20864371,475.6493,496.4559,21699.6252,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,11,11,True,passes_robust_filter,740.6422676590192
369,SOLIRIS,HAEMOLYSIS,330,330,330,20864371,86.7329,87.5975,24510.4953,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9484848484848485,0.03939393939393939,22,22,True,passes_robust_filter,739.9548393066239
370,GANCICLOVIR,CYTOMEGALOVIRUS INFECTION,106,106,106,20864371,78.3529,80.4738,7902.4537,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.3113207547169811,22,22,True,passes_robust_filter,739.5620427005281
371,DASATINIB,CYTOGENETIC ANALYSIS ABNORMAL,49,49,49,20864371,393.6107,398.3643,17450.303,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.061224489795918366,11,11,True,passes_robust_filter,738.7798667844853
372,MULTIHANCE,GADOLINIUM DEPOSITION DISEASE,168,168,168,20864371,795.9313,824.4612,111891.2382,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9940476190476191,0.0,4,4,True,passes_robust_filter,738.6724785896163
373,THIOTEPA,ACUTE GRAFT VERSUS HOST DISEASE IN SKIN,44,44,44,20864371,356.6789,362.0056,14513.012,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09090909090909091,12,12,True,passes_robust_filter,738.3003743442965
374,ORFADIN,ALPHA 1 FOETOPROTEIN INCREASED,12,12,12,20864371,2926.3339,2987.4907,29780.1256,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.08333333333333333,7,7,True,passes_robust_filter,738.1557424445347
375,SOVALDI,GENOTYPE DRUG RESISTANCE TEST POSITIVE,41,41,41,20864371,508.0099,518.16,19263.4442,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.975609756097561,0.0,12,12,True,passes_robust_filter,738.030978544666
376,FLUDARABINE,ACUTE MYELOID LEUKAEMIA RECURRENT,36,36,36,20864371,112.529,112.9579,3682.0126,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.8333333333333334,11,11,True,passes_robust_filter,737.3016946726316
377,BEOVU,RETINAL VASCULITIS,74,74,74,20864371,2801.383,2890.6286,154619.0953,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9459459459459459,0.0,3,3,True,passes_robust_filter,736.8447210960015
378,KOVALTRY,HAEMARTHROSIS,30,30,30,20864371,1228.1683,1397.0447,35059.8574,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,735.8735792802754
379,IRESSA,METASTASES TO CENTRAL NERVOUS SYSTEM,108,108,108,20864371,118.3905,121.2851,12147.1342,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1388888888888889,19,19,True,passes_robust_filter,735.8236059051784
380,IMLYGIC,MELANOMA RECURRENT,8,8,8,20864371,2951.5736,3006.8537,19536.1119,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.625,4,4,True,passes_robust_filter,735.4948610613436
381,ZANTAC,BLADDER CANCER,3233,3233,3233,20864371,254.4467,269.1898,474755.947,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9996906897618311,0.055985153108567894,3,3,True,passes_robust_filter,734.2372046252618
382,METHYLDOPA,LOW BIRTH WEIGHT BABY,67,67,67,20864371,197.1168,204.1397,12648.4582,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.014925373134328358,20,20,True,passes_robust_filter,734.2090458027302
383,MITOMYCIN,CONJUNCTIVAL FILTERING BLEB LEAK,12,12,12,20864371,25515.8732,25863.8033,134478.5636,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,733.2076325806817
384,BUPROPION,COMPLETED SUICIDE,697,697,697,20864371,49.7296,52.1441,32133.8933,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,5,5,True,passes_robust_filter,732.1311788817982
385,TACROLIMUS,KIDNEY TRANSPLANT REJECTION,205,205,205,20864371,69.8018,70.1595,12212.1367,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.06341463414634146,34,34,True,passes_robust_filter,731.9441944866219
386,OXYCODONE HYDROCHLORIDE,TOXICITY TO VARIOUS AGENTS,1329,1329,1329,20864371,32.0108,36.2701,39383.0927,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.999247554552295,0.9337848006019563,7,7,True,passes_robust_filter,731.767455765798
387,MYCOPHENOLATE MOFETIL,TRANSPLANT REJECTION,220,220,220,20864371,67.0257,67.7291,13349.3702,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.10454545454545454,30,30,True,passes_robust_filter,730.9993709443728
388,LUCENTIS,POLYPOIDAL CHOROIDAL VASCULOPATHY,64,64,64,20864371,1584.8922,1598.7329,63870.5705,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,730.4902069033994
389,DUODOPA,PARKINSON^S DISEASE,333,333,333,20864371,35.7414,36.178,10721.1247,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.996996996996997,0.4174174174174174,29,29,True,passes_robust_filter,729.3372544453694
390,BRENTUXIMAB VEDOTIN MPI,HODGKIN^S DISEASE,10,10,10,20864371,1035.261,1118.6692,9263.3197,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5,7,7,True,passes_robust_filter,729.2134242796811
391,VIDAZA,TRANSFORMATION TO ACUTE MYELOID LEUKAEMIA,23,23,23,20864371,293.4616,295.3956,6113.4357,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4782608695652174,10,10,True,passes_robust_filter,729.0477630561452
392,NEXPLANON,DEVICE DEPLOYMENT ISSUE,1287,1287,1287,20864371,475.7228,494.0202,340007.6036,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.21056721056721056,0.0,8,8,True,passes_robust_filter,728.8040136265671
393,FOSCARNET,PATHOGEN RESISTANCE,63,63,63,20864371,267.1399,286.5235,16250.1001,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.25396825396825395,8,8,True,passes_robust_filter,725.4596072311745
394,PALIVIZUMAB,BRONCHIOLITIS,15,15,15,20864371,3267.3974,4045.1111,45219.3862,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,725.2094299050352
395,NEVIRAPINE,VIROLOGIC FAILURE,114,114,114,20864371,193.3078,199.3589,20897.6208,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.008771929824561403,14,14,True,passes_robust_filter,724.0346603252422
396,BLINATUMOMAB,ACUTE LYMPHOCYTIC LEUKAEMIA REFRACTORY,10,10,10,20864371,4324.3479,4363.227,31648.0978,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2,5,5,True,passes_robust_filter,723.5511769154582
397,REVLIMID,ADULT T-CELL LYMPHOMA/LEUKAEMIA,95,95,95,20864371,233.3149,233.537,10267.3861,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.9157894736842105,3,3,True,passes_robust_filter,722.0082065597854
398,BEOVU,ANTERIOR CHAMBER CELL,50,50,50,20864371,2024.884,2068.0188,80427.4391,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.92,0.02,4,4,True,passes_robust_filter,720.9799223183251
399,ZIDOVUDINE,FOETAL EXPOSURE DURING PREGNANCY,373,373,373,20864371,64.8685,71.1526,23125.1767,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9597855227882037,0.06166219839142091,25,25,True,passes_robust_filter,720.4464068457374
400,FULVESTRANT,METASTASES TO LIVER,182,182,182,20864371,66.7607,68.2852,11433.5698,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.12637362637362637,30,30,True,passes_robust_filter,720.0944654396427
401,BENZOCAINE,METHAEMOGLOBINAEMIA,24,24,24,20864371,3866.5943,4321.3701,85322.2684,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.16666666666666666,3,3,True,passes_robust_filter,720.0178469378898
402,OSIMERTINIB,EGFR GENE MUTATION,17,17,17,20864371,1051.0027,1060.7728,15370.7062,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.23529411764705882,7,7,True,passes_robust_filter,719.9502845435409
403,RIVAROXABAN,HAEMORRHAGE,2272,2272,2272,20864371,25.097,25.8308,48141.6711,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.996919014084507,0.1698943661971831,40,40,True,passes_robust_filter,719.6280050155361
404,THALIDOMIDE,PLASMA CELL MYELOMA,114,114,114,20864371,56.9646,59.384,6170.3226,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9912280701754386,0.34210526315789475,29,29,True,passes_robust_filter,718.8288520705148
405,EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,VIROLOGIC FAILURE,113,113,113,20864371,269.2268,281.1316,28941.15,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,717.6004432874582
406,BENZOYLECGONINE,TOXICITY TO VARIOUS AGENTS,79,79,79,20864371,76.954,108.7019,5863.3882,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.9240506329113924,7,7,True,passes_robust_filter,717.5619330057174
407,ACETYLSALICYLIC ACID CARDIO,LABELLED DRUG-DRUG INTERACTION MEDICATION ERROR,67,67,67,20864371,307.1709,339.3236,19940.9529,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1044776119402985,9,9,True,passes_robust_filter,717.0170584083774
408,DEXAMETHASONE,PLASMA CELL MYELOMA,1140,1140,1140,20864371,24.3054,24.6973,23571.2668,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9219298245614035,0.3,46,46,True,passes_robust_filter,716.9709873086626
409,EFAVIRENZ,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,81,81,81,20864371,125.448,127.3955,9574.3904,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.19753086419753085,17,17,True,passes_robust_filter,716.8289912635623
410,ADVATE,SOFT TISSUE HAEMORRHAGE,19,19,19,20864371,2524.858,2555.1507,38063.9873,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,716.6721818938586
411,NPLATE,PLATELET COUNT ABNORMAL,161,161,161,20864371,602.1809,633.2432,87738.076,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.32919254658385094,0.0,12,12,True,passes_robust_filter,716.528067327275
412,KOVALTRY,ANTI FACTOR VIII ANTIBODY POSITIVE,9,9,9,20864371,7496.6906,7778.9551,55242.4098,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,716.3447817767661
413,DUODOPA,HYPERKINESIA,166,166,166,20864371,128.1551,128.9467,17868.5912,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9879518072289156,0.12650602409638553,13,13,True,passes_robust_filter,716.1149646119295
414,LEDIPASVIR/SOFOSBUVIR,HEPATOCELLULAR CARCINOMA,113,113,113,20864371,185.6144,192.0432,19971.9121,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.07079646017699115,12,12,True,passes_robust_filter,715.9689952814941
415,PUREGON FOLLITROPIN BETA,OVARIAN HYPERSTIMULATION SYNDROME,29,29,29,20864371,2982.7722,3526.6174,81305.5251,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,715.5056940899557
416,DOXORUBICIN HCL,SECOND PRIMARY MALIGNANCY,69,69,69,20864371,141.3409,145.3908,9321.7123,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2898550724637681,13,13,True,passes_robust_filter,715.0851090849916
417,MIRENA,CONTRAINDICATED DEVICE USED,83,83,83,20864371,654.6736,655.9298,22671.3923,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.4939759036144578,0.0,12,12,True,passes_robust_filter,714.4027262646434
418,LAMIVUDINE,BLOOD HIV RNA INCREASED,131,131,131,20864371,224.391,226.8702,25621.6856,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,11,11,True,passes_robust_filter,713.7350509998273
419,SYMDEKO,INFECTIVE PULMONARY EXACERBATION OF CYSTIC FIBROSIS,680,680,680,20864371,435.3405,503.2062,266366.1514,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.7970588235294118,0.0,4,4,True,passes_robust_filter,713.6923206423478
420,PROPECIA,POST 5-ALPHA-REDUCTASE INHIBITOR SYNDROME,25,25,25,20864371,7875.3197,7950.3418,94518.4517,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.96,0.0,3,3,True,passes_robust_filter,713.3053675794636
421,BEOVU,KERATIC PRECIPITATES,35,35,35,20864371,2560.8827,2598.831,67242.4728,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,711.8686697254278
422,MAGNEVIST,CONTRAST MEDIA DEPOSITION,89,89,89,20864371,1136.3932,1165.3806,83558.4269,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9775280898876404,0.0,4,4,True,passes_robust_filter,711.6299525623702
423,ZYTIGA,PROSTATIC SPECIFIC ANTIGEN INCREASED,414,414,414,20864371,138.0358,141.7972,50967.3866,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.4033816425120773,0.04589371980676329,24,24,True,passes_robust_filter,710.3261995818028
424,TENOFOVIR DISOPROXIL FUMARATE,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,79,79,79,20864371,127.1417,129.1443,9470.4844,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.12658227848101267,20,20,True,passes_robust_filter,710.2604478710674
425,VENCLEXTA,ACUTE MYELOID LEUKAEMIA,157,157,157,20864371,41.8652,42.3343,6055.3175,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.7452229299363057,16,16,True,passes_robust_filter,709.1153022880703
426,METHYLDOPA,PREMATURE BABY,119,119,119,20864371,115.2106,122.6823,13224.7769,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.01680672268907563,23,23,True,passes_robust_filter,708.8695600959006
427,TACROLIMUS,IMMUNOSUPPRESSANT DRUG LEVEL INCREASED,171,171,171,20864371,73.0415,73.3536,10604.8452,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9824561403508771,0.1111111111111111,28,28,True,passes_robust_filter,708.78965654386
428,HYDRALAZINE HYDROCHLORIDE,ANTI-NEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE VASCULITIS,32,32,32,20864371,1903.0934,2044.9745,56571.1647,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09375,4,4,True,passes_robust_filter,708.7071172294648
429,HALOPERIDOL,NEUROLEPTIC MALIGNANT SYNDROME,173,173,173,20864371,101.9081,104.1062,16533.1694,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.028901734104046242,21,21,True,passes_robust_filter,707.8426797462857
430,FLUDARABINE,ADENOVIRUS INFECTION,60,60,60,20864371,118.2588,119.0123,6512.575,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9833333333333333,0.43333333333333335,13,13,True,passes_robust_filter,707.7677916074229
431,ISOTRETINOIN,ACNE FULMINANS,15,15,15,20864371,2030.5655,2042.288,22669.2527,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,8,8,True,passes_robust_filter,707.3523480808209
432,PROLIA,SPINAL FRACTURE,823,823,823,20864371,45.4879,46.0404,31197.4671,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9975698663426489,0.010935601458080195,33,33,True,passes_robust_filter,706.9104282440867
433,DEFIBROTIDE,VENOOCCLUSIVE DISEASE,18,18,18,20864371,666.2596,703.3329,11179.8475,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4444444444444444,6,6,True,passes_robust_filter,705.8358544226486
434,GEMTUZUMAB OZOGAMICIN,VENOOCCLUSIVE DISEASE,29,29,29,20864371,804.5539,858.8734,22089.1385,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.10344827586206896,7,7,True,passes_robust_filter,705.7096816861339
435,OPDIVO,MALIGNANT NEOPLASM PROGRESSION,769,769,769,20864371,24.1269,25.1969,16719.6827,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9973992197659298,0.4980494148244473,28,28,True,passes_robust_filter,705.3446426608933
436,DECAPEPTYL ACETATE,OVARIAN HYPERSTIMULATION SYNDROME,24,24,24,20864371,2980.2475,3526.0638,67048.8853,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.041666666666666664,4,4,True,passes_robust_filter,705.2773763389661
437,ADVATE,HAEMORRHAGE,243,243,243,20864371,119.3865,140.5549,28186.7467,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9794238683127572,0.00823045267489712,14,14,True,passes_robust_filter,704.9718688359172
438,ETONOGESTREL IMPLANT- UNKNOWN,UNINTENDED PREGNANCY,21,21,21,20864371,948.7431,1022.4564,18699.1882,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,704.4339975063788
439,COPAXONE,MULTIPLE SCLEROSIS,806,806,806,20864371,56.8504,58.5496,41129.0999,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9392059553349876,0.0037220843672456576,25,25,True,passes_robust_filter,704.0040834645557
